,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (Observed),Christmas Day (Observed)_lower,Christmas Day (Observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Independence Day,Independence Day_lower,Independence Day_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,Month,Month_lower,Month_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (Observed),New Year's Day (Observed)_lower,New Year's Day (Observed)_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
10,2011-01-11,2399.474983643836,-287.35832954972415,1998.5150057006683,2399.474983643836,2399.474983643836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017720226886757253,0.017720226886757253,0.017720226886757253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1586.5386497538277,-1586.5386497538277,-1586.5386497538277,0.0,0.0,0.0,0.017720226886757253,0.017720226886757253,0.017720226886757253,11.728953104307408,11.728953104307408,11.728953104307408,-1598.2676028581352,-1598.2676028581352,-1598.2676028581352,855.4555750092752
11,2011-01-12,2405.295601408219,-127.03861138463427,2264.2326864833594,2405.295601408219,2405.295601408219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05427166484386589,0.05427166484386589,0.05427166484386589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1505.6516566790733,-1505.6516566790733,-1505.6516566790733,0.0,0.0,0.0,0.05427166484386589,0.05427166484386589,0.05427166484386589,19.645297793474377,19.645297793474377,19.645297793474377,-1525.2969544725477,-1525.2969544725477,-1525.2969544725477,1030.183341459198
12,2011-01-13,2411.116219172603,5.585743484584156,2478.764681100837,2411.116219172603,2411.116219172603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03688878259836336,0.03688878259836336,0.03688878259836336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1273.4028660076567,-1273.4028660076567,-1273.4028660076567,0.0,0.0,0.0,0.03688878259836336,0.03688878259836336,0.03688878259836336,184.30406276020068,184.30406276020068,184.30406276020068,-1457.7069287678576,-1457.7069287678576,-1457.7069287678576,1226.6564951933922
13,2011-01-14,2416.9368369369863,-40.97108792337023,2371.47188655726,2416.9368369369863,2416.9368369369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002862939190753982,-0.002862939190753982,-0.002862939190753982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1246.6967095159466,-1246.6967095159466,-1246.6967095159466,0.0,0.0,0.0,-0.002862939190753982,-0.002862939190753982,-0.002862939190753982,149.46488581369854,149.46488581369854,149.46488581369854,-1396.161595329645,-1396.161595329645,-1396.161595329645,1163.3205842289958
14,2011-01-15,2422.7574547013696,-51.95872781824392,2326.221201701212,2422.7574547013696,2422.7574547013696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004660622999949888,-0.004660622999949888,-0.004660622999949888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1292.9927059839695,-1292.9927059839695,-1292.9927059839695,0.0,0.0,0.0,-0.004660622999949888,-0.004660622999949888,-0.004660622999949888,48.1609874311404,48.1609874311404,48.1609874311404,-1341.1536934151097,-1341.1536934151097,-1341.1536934151097,1118.473189600719
15,2011-01-16,2428.5780724657534,-444.3735726967646,2041.295560289413,2428.5780724657534,2428.5780724657534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008867737698935105,-0.008867737698935105,-0.008867737698935105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1561.1388493441514,-1561.1388493441514,-1561.1388493441514,0.0,0.0,0.0,-0.008867737698935105,-0.008867737698935105,-0.008867737698935105,-268.1371773306086,-268.1371773306086,-268.1371773306086,-1293.0016720135427,-1293.0016720135427,-1293.0016720135427,845.9032297935901
16,2011-01-17,2434.3986902301367,-518.0469166357633,1884.684399062443,2434.3986902301367,2434.3986902301367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-163.9347392,-163.9347392,-163.9347392,0.0,0.0,0.0,-0.08655839702257162,-0.08655839702257162,-0.08655839702257162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1560.9529797028797,-1560.9529797028797,-1560.9529797028797,-163.9347392,-163.9347392,-163.9347392,-0.08655839702257162,-0.08655839702257162,-0.08655839702257162,-145.1670095715031,-145.1670095715031,-145.1670095715031,-1251.851230931377,-1251.851230931377,-1251.851230931377,662.7280621870884
17,2011-01-18,2440.2193079945205,-162.8755475538714,2211.3229519441425,2440.2193079945205,2440.2193079945205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10354637342698761,-0.10354637342698761,-0.10354637342698761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1205.9522271458766,-1205.9522271458766,-1205.9522271458766,0.0,0.0,0.0,-0.10354637342698761,-0.10354637342698761,-0.10354637342698761,11.72895310484812,11.72895310484812,11.72895310484812,-1217.681180250725,-1217.681180250725,-1217.681180250725,981.5912211392981
18,2011-01-19,2446.039925758904,-145.62763579146582,2263.374761063684,2446.039925758904,2446.039925758904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085941305901272,-0.085941305901272,-0.085941305901272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1170.6680243453632,-1170.6680243453632,-1170.6680243453632,0.0,0.0,0.0,-0.085941305901272,-0.085941305901272,-0.085941305901272,19.64529779367166,19.64529779367166,19.64529779367166,-1190.3133221390349,-1190.3133221390349,-1190.3133221390349,1065.1560359071698
19,2011-01-20,2451.8605435232876,323.87000522256596,2731.672184675768,2451.8605435232876,2451.8605435232876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012775332300302613,0.012775332300302613,0.012775332300302613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-985.1218932259646,-985.1218932259646,-985.1218932259646,0.0,0.0,0.0,0.012775332300302613,0.012775332300302613,0.012775332300302613,184.30406276007957,184.30406276007957,184.30406276007957,-1169.4259559860443,-1169.4259559860443,-1169.4259559860443,1498.0619834948336
20,2011-01-21,2457.681161287671,267.0703848256329,2714.570210494829,2457.681161287671,2457.681161287671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005129052862317868,0.005129052862317868,0.005129052862317868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1005.1056321213308,-1005.1056321213308,-1005.1056321213308,0.0,0.0,0.0,0.005129052862317868,0.005129052862317868,0.005129052862317868,149.4648858136499,149.4648858136499,149.4648858136499,-1154.5705179349807,-1154.5705179349807,-1154.5705179349807,1465.1811057613072
21,2011-01-22,2463.501779052055,-50.99840966611182,2380.3752650231777,2463.501779052055,2463.501779052055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07958148896995586,-0.07958148896995586,-0.07958148896995586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1097.029803995143,-1097.029803995143,-1097.029803995143,0.0,0.0,0.0,-0.07958148896995586,-0.07958148896995586,-0.07958148896995586,48.160987431030414,48.160987431030414,48.160987431030414,-1145.1907914261733,-1145.1907914261733,-1145.1907914261733,1170.4228353998142
22,2011-01-23,2469.3223968164384,-94.77034790531215,2378.716991804112,2469.3223968164384,2469.3223968164384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027084884624636374,0.027084884624636374,0.027084884624636374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1408.7812455665387,-1408.7812455665387,-1408.7812455665387,0.0,0.0,0.0,0.027084884624636374,0.027084884624636374,0.027084884624636374,-268.1371773308955,-268.1371773308955,-268.1371773308955,-1140.6440682356433,-1140.6440682356433,-1140.6440682356433,1127.4224634687032
23,2011-01-24,2475.143014580822,-87.75807427446522,2368.3374989572867,2475.143014580822,2475.143014580822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016526719063174877,-0.016526719063174877,-0.016526719063174877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1285.3906106255167,-1285.3906106255167,-1285.3906106255167,0.0,0.0,0.0,-0.016526719063174877,-0.016526719063174877,-0.016526719063174877,-145.16700957220147,-145.16700957220147,-145.16700957220147,-1140.2236010533156,-1140.2236010533156,-1140.2236010533156,1148.8464107121486
24,2011-01-25,2480.9636320845993,65.29192733861295,2441.9563381425123,2480.9636320845993,2480.9636320845993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0079563640112357,-0.0079563640112357,-0.0079563640112357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1131.452716595742,-1131.452716595742,-1131.452716595742,0.0,0.0,0.0,-0.0079563640112357,-0.0079563640112357,-0.0079563640112357,11.728953104426374,11.728953104426374,11.728953104426374,-1143.1816697001684,-1143.1816697001684,-1143.1816697001684,1329.771465733355
25,2011-01-26,2486.784249588377,297.42628678934574,2675.861663468817,2486.784249588377,2486.784249588377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058757059606466315,0.058757059606466315,0.058757059606466315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1129.1072860949882,-1129.1072860949882,-1129.1072860949882,0.0,0.0,0.0,0.058757059606466315,0.058757059606466315,0.058757059606466315,19.645297793626796,19.645297793626796,19.645297793626796,-1148.7525838886152,-1148.7525838886152,-1148.7525838886152,1503.7930938748748
26,2011-01-27,2492.604867092155,318.93470040802447,2735.2257435687497,2492.604867092155,2492.604867092155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001534490456260508,0.001534490456260508,0.001534490456260508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-971.8709028980943,-971.8709028980943,-971.8709028980943,0.0,0.0,0.0,0.001534490456260508,0.001534490456260508,0.001534490456260508,184.30406276021702,184.30406276021702,184.30406276021702,-1156.1749656583113,-1156.1749656583113,-1156.1749656583113,1524.558842573842
27,2011-01-28,2498.4254845959326,403.3249842806131,2732.5512772426914,2498.4254845959326,2498.4254845959326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017236923000085697,0.017236923000085697,0.017236923000085697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1015.2478075760242,-1015.2478075760242,-1015.2478075760242,0.0,0.0,0.0,0.017236923000085697,0.017236923000085697,0.017236923000085697,149.46488581362814,149.46488581362814,149.46488581362814,-1164.7126933896525,-1164.7126933896525,-1164.7126933896525,1526.2428447193406
28,2011-01-29,2504.2461020997102,204.45994658972185,2567.669755741188,2504.2461020997102,2504.2461020997102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0061995935446293934,-0.0061995935446293934,-0.0061995935446293934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1125.5129577807693,-1125.5129577807693,-1125.5129577807693,0.0,0.0,0.0,-0.0061995935446293934,-0.0061995935446293934,-0.0061995935446293934,48.16098743063486,48.16098743063486,48.16098743063486,-1173.6739452114043,-1173.6739452114043,-1173.6739452114043,1363.2078363502
29,2011-01-30,2510.0667196034874,63.91314041109405,2407.6795676982088,2510.0667196034874,2510.0667196034874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04663003789317553,0.04663003789317553,0.04663003789317553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1450.5650281253977,-1450.5650281253977,-1450.5650281253977,0.0,0.0,0.0,0.04663003789317553,0.04663003789317553,0.04663003789317553,-268.13717733099685,-268.13717733099685,-268.13717733099685,-1182.427850794401,-1182.427850794401,-1182.427850794401,1176.5461977275988
30,2011-01-31,2515.8873371072655,109.26866840938887,2454.405286561373,2515.8873371072655,2515.8873371072655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029166546277394692,0.029166546277394692,0.029166546277394692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1335.5853542277405,-1335.5853542277405,-1335.5853542277405,0.0,0.0,0.0,0.029166546277394692,0.029166546277394692,0.029166546277394692,-145.16700957214925,-145.16700957214925,-145.16700957214925,-1190.4183446555912,-1190.4183446555912,-1190.4183446555912,1253.6817273259753
31,2011-02-01,2521.707954611043,179.289970736875,2556.231840184242,2521.707954611043,2521.707954611043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031411252824019124,0.0031411252824019124,0.0031411252824019124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1185.445955437319,-1185.445955437319,-1185.445955437319,0.0,0.0,0.0,0.0031411252824019124,0.0031411252824019124,0.0031411252824019124,11.728953104585708,11.728953104585708,11.728953104585708,-1197.1749085419046,-1197.1749085419046,-1197.1749085419046,1344.1829997847865
32,2011-02-02,2527.5285721148207,182.38508308470057,2559.9594193128173,2527.5285721148207,2527.5285721148207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009239309042719576,0.009239309042719576,0.009239309042719576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1182.6746945018283,-1182.6746945018283,-1182.6746945018283,0.0,0.0,0.0,0.009239309042719576,0.009239309042719576,0.009239309042719576,19.64529779358193,19.64529779358193,19.64529779358193,-1202.31999229541,-1202.31999229541,-1202.31999229541,1368.2064952050653
33,2011-02-03,2533.3491896185983,428.88883067755796,2724.7736568170017,2533.3491896185983,2533.3491896185983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028894900617228242,0.028894900617228242,0.028894900617228242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1021.2689459590044,-1021.2689459590044,-1021.2689459590044,0.0,0.0,0.0,0.028894900617228242,0.028894900617228242,0.028894900617228242,184.30406275990458,184.30406275990458,184.30406275990458,-1205.573008718909,-1205.573008718909,-1205.573008718909,1585.2811167223592
